Index	Reagents	Products	Rule	Energy Change
4925_0	['C1(C(C(C(C(C1)O)O)O)O)=O']	['O', 'C1(CC(C(C(C1)=O)O)O)=O']	Elimination + enol to keto	-51.69
4926_0	['C1(C(C(C(C(C1)O)O)O)O)=O']	['O', 'C1(CC(C(CC1O)=O)O)=O']	Elimination + enol to keto	-51.69
4927_0	['C1(C(C(C(C(C1)O)O)O)O)=O']	['O', 'C1(CCC(C(C1O)O)=O)=O']	Elimination + enol to keto	-51.69
4928_0	['C1(C(C(C(C(C1)O)O)O)O)=O']	['O', 'C1(C(CC(C(C1)O)O)=O)=O']	Elimination + enol to keto	-51.69
4929_0	['C(C1C(C(C(C1O)O)O)O)=O']	['O', 'C(C1C(CC(C1O)O)=O)=O']	Elimination + enol to keto	-88.37
4930_0	['C(C1C(C(C(C1O)O)O)O)=O']	['O', 'C(C1C(C(C(C1)=O)O)O)=O']	Elimination + enol to keto	-51.69
4931_0	['C(C1C(C(C(C1O)O)O)O)=O']	['O', 'C(C1C(CC(C1O)=O)O)=O']	Elimination + enol to keto	-51.69
4932_0	['C(C(C(C=O)O)O)(O)=O']	['O', 'C(CC(C=O)=O)(O)=O']	Elimination + enol to keto	-41.01
4934_0	['C(C(C(C=O)O)O)(O)=O']	['O', 'C(CC(C(O)=O)=O)=O']	Elimination + enol to keto	-49.2
4935_0	['C(C(CO)O)=O']	['O', 'C(C(C)=O)=O']	Elimination + enol to keto	-47.05
4936_0	['C(C(CO)O)=O']	['O', 'C(CC=O)=O']	Elimination + enol to keto	-51.84
4937_0	['C(C(C(CO)C(C(CO)O)O)=O)=O']	['O', 'C(CCO)(C(C(C=O)=O)CO)=O']	Elimination + enol to keto	-52.45
4938_0	['C(C(C(CO)C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C=O)=O)CO)(CO)=O']	Elimination + enol to keto	-41.01
4939_0	['C(C(C(CO)C(C(CO)O)O)=O)=O']	['O', 'C(C(C(C(C=O)=O)CO)O)(C)=O']	Elimination + enol to keto	-45.4
4940_0	['C(C(C(CO)C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(C=O)=O)CO)O)=O']	Elimination + enol to keto	-39.01
4941_0	['C(C(C(C(C(CO)O)O)=O)CO)=O']	['O', 'C(C(C(C(CCO)=O)=O)CO)=O']	Elimination + enol to keto	-52.45
4942_0	['C(C(C(C(C(CO)O)O)=O)CO)=O']	['O', 'C(C(C(CC(CO)=O)=O)CO)=O']	Elimination + enol to keto	-41.01
4943_0	['C(C(C(C(C(CO)O)O)=O)CO)=O']	['O', 'C(C(C(C(C(C)=O)O)=O)CO)=O']	Elimination + enol to keto	-45.4
4944_0	['C(C(C(C(C(CO)O)O)=O)CO)=O']	['O', 'C(CC(C(C(C=O)CO)=O)O)=O']	Elimination + enol to keto	-39.01
4945_0	['C(C(C(C(CO)C(CO)O)=O)O)=O']	['O', 'C(C(C=O)O)(C(C(C)=O)CO)=O']	Elimination + enol to keto	-45.4
4946_0	['C(C(C(C(CO)C(CO)O)=O)O)=O']	['O', 'C(C(CO)CC=O)(C(C=O)O)=O']	Elimination + enol to keto	-39.01
4947_0	['C(C(CO)C(C=O)O)(C(CO)O)=O']	['O', 'C(C(C(C(C(C)=O)=O)CO)O)=O']	Elimination + enol to keto	-45.4
4948_0	['C(C(CO)C(C=O)O)(C(CO)O)=O']	['O', 'C(C(CO)C(C=O)O)(CC=O)=O']	Elimination + enol to keto	-47.2
4949_0	['C(C(C(C=O)O)O)(C(CO)CO)=O']	['O', 'C(C(CO)CO)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
4950_0	['C(C(C(C=O)O)O)(C(CO)CO)=O']	['O', 'C(CC(C(C(CO)CO)=O)=O)=O']	Elimination + enol to keto	-49.2
4951_0	['C(C(C(C(C(CO)=O)CO)O)O)=O']	['O', 'C(CO)(C(CO)CC(C=O)=O)=O']	Elimination + enol to keto	-41.01
4952_0	['C(C(C(C(C(CO)=O)CO)O)O)=O']	['O', 'C(CC=O)(C(C(CO)=O)CO)=O']	Elimination + enol to keto	-41.01
4953_0	['C(C(CO)O)(CC(C(C=O)O)O)=O']	['O', 'C(CCC(C=O)=O)(C(CO)O)=O']	Elimination + enol to keto	-41.01
4954_0	['C(C(CO)O)(CC(C(C=O)O)O)=O']	['O', 'C(CC(CC(C(CO)O)=O)=O)=O']	Elimination + enol to keto	-49.2
4956_0	['C(C(CO)O)(CC(C(C=O)O)O)=O']	['O', 'C(C(C(CC(C(C)=O)=O)O)O)=O']	Elimination + enol to keto	-45.4
4958_0	['C(C(CO)O)(CC(C(C=O)O)O)=O']	['O', 'C(CC(C(C=O)O)O)(CC=O)=O']	Elimination + enol to keto	-47.2
4959_0	['C(C(C(C(C=O)O)O)O)(CCO)=O']	['O', 'C(C(CC(C=O)=O)O)(CCO)=O']	Elimination + enol to keto	-41.01
4960_0	['C(C(C(C(C=O)O)O)O)(CCO)=O']	['O', 'C(CC(C(C(CCO)=O)O)=O)=O']	Elimination + enol to keto	-97.97
4961_0	['C(C(C(C(C=O)O)O)O)(CCO)=O']	['O', 'C(C(C=O)O)(CC(CCO)=O)=O']	Elimination + enol to keto	-41.01
4962_0	['C(C(C(C(C=O)O)O)O)(CCO)=O']	['O', 'C(C(CC(C(CCO)=O)=O)O)=O']	Elimination + enol to keto	-41.01
4963_0	['C(C(CO)C(C(C(C=O)O)O)O)=O']	['O', 'C(C(CO)C(CC(C=O)=O)O)=O']	Elimination + enol to keto	-41.01
4964_0	['C(C(CO)C(C(C(C=O)O)O)O)=O']	['O', 'C(C(CO)C(C(CC=O)=O)O)=O']	Elimination + enol to keto	-53.84
4965_0	['C(C(CO)C(C(C(C=O)O)O)O)=O']	['O', 'C(C(CO)CC(C(C=O)O)=O)=O']	Elimination + enol to keto	-41.01
4966_0	['C(C(CO)C(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C=O)O)(C(C=O)CO)=O']	Elimination + enol to keto	-41.01
4967_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(CC(C(O)=O)O)(CCO)=O']	Elimination + enol to keto	-41.01
4968_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(C(CCC(CO)=O)O)(O)=O']	Elimination + enol to keto	-41.01
4969_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(C(CC(C(C)=O)O)O)(O)=O']	Elimination + enol to keto	-45.4
4970_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(CC(CC(C(O)=O)O)O)=O']	Elimination + enol to keto	-39.01
4971_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(C(C(CC(CO)O)=O)=O)=O']	Elimination + enol to keto	-41.01
4972_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(C(CO)O)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
4973_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(CCO)(C(C(C=O)=O)O)=O']	Elimination + enol to keto	-97.97
4974_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(CO)(CC(C(C=O)=O)O)=O']	Elimination + enol to keto	-41.01
4975_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(C)(C(C(C(C=O)=O)O)O)=O']	Elimination + enol to keto	-45.4
4976_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(CC(C(C(C=O)=O)O)O)=O']	Elimination + enol to keto	-39.01
4977_0	['C(C)(C(CO)O)=O']	['O', 'C(C(C)=O)(C)=O']	Elimination + enol to keto	-45.4
4978_0	['C(C)(C(CO)O)=O']	['O', 'C(CC(C)=O)=O']	Elimination + enol to keto	-47.2
4979_0	['C(C(C(C(C)=O)O)O)=O']	['O', 'C(C)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
4980_0	['C(C(C(C(C)=O)O)O)=O']	['O', 'C(CC(C(C)=O)=O)=O']	Elimination + enol to keto	-49.2
4981_0	['C(C(C(C=O)O)O)=O']	['O', 'C(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
4982_0	['C(CO)(C(CO)O)=O']	['O', 'C(C(CO)=O)(C)=O']	Elimination + enol to keto	-45.4
4983_0	['C(CO)(C(CO)O)=O']	['O', 'C(CC(CO)=O)=O']	Elimination + enol to keto	-47.2
4984_0	['C(C(C(CO)O)O)(C(CO)O)=O']	['O', 'C(CC(C(C(CO)O)O)=O)=O']	Elimination + enol to keto	-51.84
4986_0	['C(C(C(CO)O)O)(C(CO)O)=O']	['O', 'C(C(C)=O)(C(C(CO)O)O)=O']	Elimination + enol to keto	-45.4
4987_0	['C(C(C(CO)O)O)(C(CO)O)=O']	['O', 'C(C(C(CO)O)=O)(CCO)=O']	Elimination + enol to keto	-41.01
4988_0	['C(C(C(CO)O)O)(C(CO)O)=O']	['O', 'C(C(CO)O)(CC(CO)=O)=O']	Elimination + enol to keto	-41.01
4989_0	['C(C(C(CO)O)O)(C(CO)O)=O']	['O', 'C(C(CO)O)(C(C(C)=O)O)=O']	Elimination + enol to keto	-45.4
4990_0	['C(C(C(CO)O)O)(C(CO)O)=O']	['O', 'C(CC(C(C(CO)O)=O)O)=O']	Elimination + enol to keto	-39.01
4991_0	['C(CC(C(C(CO)O)=O)O)=O']	['O', 'C(CC(C(C(C)=O)=O)O)=O']	Elimination + enol to keto	-45.4
4992_0	['C(CC(C(C(CO)O)=O)O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto	-51.84
4993_0	['C(C(CO)=O)(CC(CO)O)=O']	['O', 'C(C)(CC(C(CO)=O)=O)=O']	Elimination + enol to keto	-53.59
4994_0	['C(C(CO)=O)(CC(CO)O)=O']	['O', 'C(CCC(C(CO)=O)=O)=O']	Elimination + enol to keto	-39.01
4995_0	['C(C(C(CC(CO)O)O)=O)=O']	['O', 'C(C)(CC(C(C=O)=O)O)=O']	Elimination + enol to keto	-45.4
4996_0	['C(C(C(CC(CO)O)O)=O)=O']	['O', 'C(CCC(C(C=O)=O)O)=O']	Elimination + enol to keto	-39.01
4997_0	['C(C(CO)O)(CC(CO)=O)=O']	['O', 'C(CO)(CC(C(C)=O)=O)=O']	Elimination + enol to keto	-53.59
4998_0	['C(C(CO)O)(CC(CO)=O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto	-47.2
4999_0	['C(C(C(CC(C=O)O)O)O)=O']	['O', 'C(C(CCC(C=O)=O)O)=O']	Elimination + enol to keto	-41.01
5000_0	['C(C(C(CC(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto	-49.2
5001_0	['C(C)(C(C(C(CO)=O)O)O)=O']	['O', 'C(C)(CC(C(CO)=O)=O)=O']	Elimination + enol to keto	-49.2
5002_0	['C(C)(C(C(C(CO)=O)O)O)=O']	['O', 'C(CO)(CC(C(C)=O)=O)=O']	Elimination + enol to keto	-49.2
5003_0	['C(C(C(C=O)O)O)(C(C)O)=O']	['O', 'C(C(C)O)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
5004_0	['C(C(C(C=O)O)O)(C(C)O)=O']	['O', 'C(CC(C(C(C)O)=O)=O)=O']	Elimination + enol to keto	-49.2
5005_0	['C(CC(C(C(CO)=O)O)O)=O']	['O', 'C(CCC(C(CO)=O)=O)=O']	Elimination + enol to keto	-41.01
5006_0	['C(CC(C(C(CO)=O)O)O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto	-49.2
5007_0	['C(CNC)(C(CO)O)=O']	['O', 'C(C(CNC)=O)(C)=O']	Elimination + enol to keto	-45.4
5008_0	['C(CNC)(C(CO)O)=O']	['O', 'C(CC(CNC)=O)=O']	Elimination + enol to keto	-47.2
5009_0	['C(C(C(C(C(CO)O)O)O)NC)=O']	['O', 'C(C(C(CC(CO)O)=O)NC)=O']	Elimination + enol to keto	-10.37
5010_0	['C(C(C(C(C(CO)O)O)O)NC)=O']	['O', 'C(CC(C=O)NC)(C(CO)O)=O']	Elimination + enol to keto	-41.01
5011_0	['C(C(C(C(C(CO)O)O)O)NC)=O']	['O', 'C(C(C(C(CCO)=O)O)NC)=O']	Elimination + enol to keto	-41.01
5012_0	['C(C(C(C(C(CO)O)O)O)NC)=O']	['O', 'C(C(C(CC(CO)=O)O)NC)=O']	Elimination + enol to keto	-41.01
5013_0	['C(C(C(C(C(CO)O)O)O)NC)=O']	['O', 'C(C(C(C(C(C)=O)O)O)NC)=O']	Elimination + enol to keto	-45.4
5014_0	['C(C(C(C(C(CO)O)O)O)NC)=O']	['O', 'C(CC(C(C(C=O)NC)O)O)=O']	Elimination + enol to keto	-39.01
5015_0	['C(C(C(CO)O)O)(C(CO)NC)=O']	['O', 'C(C(C(CO)NC)=O)(CCO)=O']	Elimination + enol to keto	-41.01
5016_0	['C(C(C(CO)O)O)(C(CO)NC)=O']	['O', 'C(C(CO)NC)(CC(CO)=O)=O']	Elimination + enol to keto	-41.01
5017_0	['C(C(C(CO)O)O)(C(CO)NC)=O']	['O', 'C(C(CO)NC)(C(C(C)=O)O)=O']	Elimination + enol to keto	-45.4
5018_0	['C(C(C(CO)O)O)(C(CO)NC)=O']	['O', 'C(CC(C(C(CO)NC)=O)O)=O']	Elimination + enol to keto	-39.01
5019_0	['C(CC(C(C(CO)O)=O)NC)=O']	['O', 'C(CC(C(C(C)=O)=O)NC)=O']	Elimination + enol to keto	-45.4
5020_0	['C(CC(C(C(CO)O)=O)NC)=O']	['O', 'C(CC(C(CC=O)=O)NC)=O']	Elimination + enol to keto	-47.2
5021_0	['C(C(CNC)=O)(CC(CO)O)=O']	['O', 'C(C)(CC(C(CNC)=O)=O)=O']	Elimination + enol to keto	-53.59
5022_0	['C(C(CNC)=O)(CC(CO)O)=O']	['O', 'C(CCC(C(CNC)=O)=O)=O']	Elimination + enol to keto	-39.01
5023_0	['C(C(C(CC(CO)O)NC)=O)=O']	['O', 'C(CC(C(C=O)=O)NC)(C)=O']	Elimination + enol to keto	-45.4
5024_0	['C(C(C(CC(CO)O)NC)=O)=O']	['O', 'C(CCC(C(C=O)=O)NC)=O']	Elimination + enol to keto	-39.01
5025_0	['C(C(CO)O)(CC(CNC)=O)=O']	['O', 'C(CNC)(CC(C(C)=O)=O)=O']	Elimination + enol to keto	-53.59
5026_0	['C(C(CO)O)(CC(CNC)=O)=O']	['O', 'C(CC(CC(CNC)=O)=O)=O']	Elimination + enol to keto	-47.2
5027_0	['C(C(CC(C(C=O)O)O)NC)=O']	['O', 'C(C(CCC(C=O)=O)NC)=O']	Elimination + enol to keto	-41.01
5028_0	['C(C(CC(C(C=O)O)O)NC)=O']	['O', 'C(CC(C=O)NC)(CC=O)=O']	Elimination + enol to keto	-49.2
5029_0	['C(C(C(C(CNC)=O)O)O)(C)=O']	['O', 'C(C)(CC(C(CNC)=O)=O)=O']	Elimination + enol to keto	-49.2
5030_0	['C(C(C(C(CNC)=O)O)O)(C)=O']	['O', 'C(CNC)(CC(C(C)=O)=O)=O']	Elimination + enol to keto	-49.2
5031_0	['C(C(C(C=O)O)O)(C(C)NC)=O']	['O', 'C(C(C)NC)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
5032_0	['C(C(C(C=O)O)O)(C(C)NC)=O']	['O', 'C(CC(C(C(C)NC)=O)=O)=O']	Elimination + enol to keto	-49.2
5033_0	['C(CC(C(C(CNC)=O)O)O)=O']	['O', 'C(CCC(C(CNC)=O)=O)=O']	Elimination + enol to keto	-41.01
5034_0	['C(CC(C(C(CNC)=O)O)O)=O']	['O', 'C(CC(CC(CNC)=O)=O)=O']	Elimination + enol to keto	-49.2
5035_0	['C(CNCC(O)=O)(C(CO)O)=O']	['O', 'C(CNCC(C(C)=O)=O)(O)=O']	Elimination + enol to keto	-45.4
5036_0	['C(CNCC(O)=O)(C(CO)O)=O']	['O', 'C(CC(CNCC(O)=O)=O)=O']	Elimination + enol to keto	-47.2
5037_0	['C(CNC)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CNC)=O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
5038_0	['C(CNC)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CNC)=O)=O']	Elimination + enol to keto	-41.01
5039_0	['C(CNC)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CNC)=O)O)=O']	Elimination + enol to keto	-41.01
5040_0	['C(CNC)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(CNC)=O)O)(CO)=O']	Elimination + enol to keto	-41.01
5041_0	['C(CNC)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(C(C(CNC)=O)O)O)(C)=O']	Elimination + enol to keto	-45.4
5042_0	['C(CNC)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CNC)=O)O)O)=O']	Elimination + enol to keto	-39.01
5043_0	['C(CO)O']	['O', 'C(C)=O']	Elimination + enol to keto	-43.23
5044_0	['C(C(C(CO)O)O)O']	['O', 'C(CC(CO)O)=O']	Elimination + enol to keto	-39.01
5045_0	['C(C(C(CO)O)O)O']	['O', 'C(C)(C(CO)O)=O']	Elimination + enol to keto	-45.4
5046_0	['C(C(C(CO)O)O)O']	['O', 'C(CO)(CCO)=O']	Elimination + enol to keto	-41.01
5047_0	['C(CO)(CC(C(CO)O)O)=O']	['O', 'C(CCO)(CC(CO)=O)=O']	Elimination + enol to keto	-49.2
5048_0	['C(CO)(CC(C(CO)O)O)=O']	['O', 'C(CO)(CCC(CO)=O)=O']	Elimination + enol to keto	-41.01
5049_0	['C(CO)(CC(C(CO)O)O)=O']	['O', 'C(C)(C(CC(CO)=O)O)=O']	Elimination + enol to keto	-45.4
5050_0	['C(CO)(CC(C(CO)O)O)=O']	['O', 'C(CC(CC(CO)=O)O)=O']	Elimination + enol to keto	-39.01
5051_0	['C(C(C(CO)O)O)(CCO)=O']	['O', 'C(C(CCO)=O)(CCO)=O']	Elimination + enol to keto	-41.01
5052_0	['C(C(C(CO)O)O)(CCO)=O']	['O', 'C(CCO)(CC(CO)=O)=O']	Elimination + enol to keto	-49.2
5053_0	['C(C(C(CO)O)O)(CCO)=O']	['O', 'C(CCO)(C(C(C)=O)O)=O']	Elimination + enol to keto	-45.4
5054_0	['C(C(C(CO)O)O)(CCO)=O']	['O', 'C(CC(C(CCO)=O)O)=O']	Elimination + enol to keto	-39.01
5055_0	['C(C(CO)O)(CC(CO)O)=O']	['O', 'C(CC(CC(CO)O)=O)=O']	Elimination + enol to keto	-47.2
5056_0	['C(C(CO)O)(CC(CO)O)=O']	['O', 'C(C(C)=O)(CC(CO)O)=O']	Elimination + enol to keto	-45.4
5057_0	['C(C(CO)O)(CC(CO)O)=O']	['O', 'C(C(CO)O)(CC(C)=O)=O']	Elimination + enol to keto	-53.59
5058_0	['C(C(CO)O)(CC(CO)O)=O']	['O', 'C(CCC=O)(C(CO)O)=O']	Elimination + enol to keto	-39.01
5059_0	['C(C)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(C)=O)O)O)=O']	Elimination + enol to keto	-39.01
5060_0	['C(C)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(C)=O)O)O)=O']	Elimination + enol to keto	-45.4
5061_0	['C(C)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(CC(CO)=O)O)=O']	Elimination + enol to keto	-41.01
5062_0	['C(C)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(C)=O)O)=O']	Elimination + enol to keto	-41.01
5063_0	['C(C)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(C)=O)=O']	Elimination + enol to keto	-49.2
5064_0	['C(C)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(C)=O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
5065_0	['C(CC(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(CC=O)O)O)=O']	Elimination + enol to keto	-39.01
5066_0	['C(CC(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(C)=O)O)O)=O']	Elimination + enol to keto	-45.4
5067_0	['C(CC(C(C(CO)O)O)O)=O']	['O', 'C(CC(CC(CO)=O)O)=O']	Elimination + enol to keto	-41.01
5068_0	['C(CC(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(CCO)=O)O)=O']	Elimination + enol to keto	-41.01
5069_0	['C(CC(C(C(CO)O)O)O)=O']	['O', 'C(CCC=O)(C(CO)O)=O']	Elimination + enol to keto	-41.01
5070_0	['C(CC(C(C(CO)O)O)O)=O']	['O', 'C(CC(CC(CO)O)=O)=O']	Elimination + enol to keto	-49.2
5071_0	['C(C(C(C(CCO)O)O)O)=O']	['O', 'C(C(CC(CCO)O)=O)=O']	Elimination + enol to keto	-41.01
5072_0	['C(C(C(C(CCO)O)O)O)=O']	['O', 'C(CC(C(CCO)O)=O)=O']	Elimination + enol to keto	-53.84
5073_0	['C(C(C(C(CCO)O)O)O)=O']	['O', 'C(C(C(CCCO)=O)O)=O']	Elimination + enol to keto	-97.97
5074_0	['C(C(C(C(CCO)O)O)O)=O']	['O', 'C(CC(C=O)O)(CCO)=O']	Elimination + enol to keto	-41.01
5075_0	['C(C(C(CO)O)O)(O)=O']	['O', 'C(C(CCO)=O)(O)=O']	Elimination + enol to keto	-41.01
5076_0	['C(C(C(CO)O)O)(O)=O']	['O', 'C(CC(CO)=O)(O)=O']	Elimination + enol to keto	-41.01
5077_0	['C(C(C(CO)O)O)(O)=O']	['O', 'C(C(C(C)=O)O)(O)=O']	Elimination + enol to keto	-45.4
5078_0	['C(C(C(CO)O)O)(O)=O']	['O', 'C(C(CC=O)O)(O)=O']	Elimination + enol to keto	-39.01
5079_0	['C(C(CC(C(CO)O)O)=O)(O)=O']	['O', 'C(CCO)(CC(C(O)=O)=O)=O']	Elimination + enol to keto	-41.01
5080_0	['C(C(CC(C(CO)O)O)=O)(O)=O']	['O', 'C(CO)(CCC(C(O)=O)=O)=O']	Elimination + enol to keto	-41.01
5081_0	['C(C(CC(C(CO)O)O)=O)(O)=O']	['O', 'C(C)(C(CC(C(O)=O)=O)O)=O']	Elimination + enol to keto	-45.4
5082_0	['C(C(CC(C(CO)O)O)=O)(O)=O']	['O', 'C(CC(CC(C(O)=O)=O)O)=O']	Elimination + enol to keto	-39.01
5083_0	['C(CC(C(C(CO)O)O)=O)(O)=O']	['O', 'C(CC(C(CCO)=O)=O)(O)=O']	Elimination + enol to keto	-41.01
5084_0	['C(CC(C(C(CO)O)O)=O)(O)=O']	['O', 'C(CC(CC(CO)=O)=O)(O)=O']	Elimination + enol to keto	-41.01
5085_0	['C(CC(C(C(CO)O)O)=O)(O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)(O)=O']	Elimination + enol to keto	-45.4
5086_0	['C(CC(C(C(CO)O)O)=O)(O)=O']	['O', 'C(CC(C(CC=O)O)=O)(O)=O']	Elimination + enol to keto	-39.01
5087_0	['C(C(C(CC(CO)O)=O)O)(O)=O']	['O', 'C(C(C(O)=O)O)(CC(C)=O)=O']	Elimination + enol to keto	-53.59
5088_0	['C(C(C(CC(CO)O)=O)O)(O)=O']	['O', 'C(C(C(CCC=O)=O)O)(O)=O']	Elimination + enol to keto	-39.01
5089_0	['C(CC(C(O)=O)O)(C(CO)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)(O)=O']	Elimination + enol to keto	-45.4
5090_0	['C(CC(C(O)=O)O)(C(CO)O)=O']	['O', 'C(CC(CC(C(O)=O)O)=O)=O']	Elimination + enol to keto	-47.2
5091_0	['C(C(C(C(O)=O)O)O)(CCO)=O']	['O', 'C(CCO)(CC(C(O)=O)=O)=O']	Elimination + enol to keto	-41.01
5092_0	['C(C(C(C(O)=O)O)O)(CCO)=O']	['O', 'C(CC(C(CCO)=O)=O)(O)=O']	Elimination + enol to keto	-41.01
5093_0	['C(C(C(CC(CO)=O)O)O)(O)=O']	['O', 'C(CO)(CCC(C(O)=O)=O)=O']	Elimination + enol to keto	-41.01
5094_0	['C(C(C(CC(CO)=O)O)O)(O)=O']	['O', 'C(CC(CC(CO)=O)=O)(O)=O']	Elimination + enol to keto	-41.01
5095_0	['C(C(C(C(C(C)=O)O)O)O)(O)=O']	['O', 'C(C)(C(CC(C(O)=O)=O)O)=O']	Elimination + enol to keto	-41.01
5096_0	['C(C(C(C(C(C)=O)O)O)O)(O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
5097_0	['C(C(C(C(C(C)=O)O)O)O)(O)=O']	['O', 'C(C(C(O)=O)O)(CC(C)=O)=O']	Elimination + enol to keto	-49.2
5098_0	['C(C(C(C(C(C)=O)O)O)O)(O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)(O)=O']	Elimination + enol to keto	-41.01
5099_0	['C(CC(C(C(C(O)=O)O)O)O)=O']	['O', 'C(CC(CC(C(O)=O)=O)O)=O']	Elimination + enol to keto	-41.01
5100_0	['C(CC(C(C(C(O)=O)O)O)O)=O']	['O', 'C(CC(C(CC=O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
5101_0	['C(CC(C(C(C(O)=O)O)O)O)=O']	['O', 'C(C(C(CCC=O)=O)O)(O)=O']	Elimination + enol to keto	-41.01
5102_0	['C(CC(C(C(C(O)=O)O)O)O)=O']	['O', 'C(CC(CC(C(O)=O)O)=O)=O']	Elimination + enol to keto	-49.2
5103_0	['C(CC(C(C(C=O)O)O)O)(O)=O']	['O', 'C(CC(CC(C=O)=O)O)(O)=O']	Elimination + enol to keto	-41.01
5104_0	['C(CC(C(C(C=O)O)O)O)(O)=O']	['O', 'C(CC(C(CC(O)=O)O)=O)=O']	Elimination + enol to keto	-53.84
5105_0	['C(CC(C(C(C=O)O)O)O)(O)=O']	['O', 'C(C(C(CCC(O)=O)=O)O)=O']	Elimination + enol to keto	-41.01
5106_0	['C(CC(C(C(C=O)O)O)O)(O)=O']	['O', 'C(CC(CC(C=O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
5108_0	['C1(CC(C(C1(CO)O)O)O)=O']	['O', 'C1(CCC(C1(CO)O)=O)=O']	Elimination + enol to keto	-51.69
5109_0	['C1(CC(C(C1(CO)O)O)O)=O']	['O', 'C1(CC(C(C1CO)=O)O)=O']	Elimination + enol to keto	-48.36
5111_0	['C1(CC(C(C1(CO)O)O)O)=O']	['O', 'C1(C(CO)(CC(C1)=O)O)=O']	Elimination + enol to keto	-51.69
5112_0	['C1(CC(C(C1(CO)O)O)O)=O']	['O', 'C(C1C(CC(C1O)O)=O)=O']	Elimination + enol to keto	-63.29
5113_0	['C(C1(C(C(CC1O)O)O)O)=O']	['O', 'C(C1C(C(CC1O)O)=O)=O']	Elimination + enol to keto	-85.05
5114_0	['C(C1(C(C(CC1O)O)O)O)=O']	['O', 'C(C1(C(CCC1O)=O)O)=O']	Elimination + enol to keto	-51.69
5115_0	['C(C1(C(C(CC1O)O)O)O)=O']	['O', 'C(C1(C(CC(C1)=O)O)O)=O']	Elimination + enol to keto	-51.69
5116_0	['C(C1(C(C(CC1O)O)O)O)=O']	['O', 'C(C1C(CC(C1O)O)=O)=O']	Elimination + enol to keto	-85.05
5117_0	['C(C(C(CO)O)(C(CO)O)O)=O']	['O', 'C(C(C(C)=O)(C(CO)O)O)=O']	Elimination + enol to keto	-45.4
5118_0	['C(C(C(CO)O)(C(CO)O)O)=O']	['O', 'C(C(C(CO)=O)C(CO)O)=O']	Elimination + enol to keto	-36.93
5119_0	['C(C(C(CO)O)(C(CO)O)O)=O']	['O', 'C(C(C(CO)O)(CC=O)O)=O']	Elimination + enol to keto	-39.01
