Index	Reagents	Products	Rule	Energy Change
7147_0	['C(C(O)=O)=O', 'C(CC(C(C(CN)O)O)O)=O']	['C(CN)(O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	Transamination	-7.61
7148_0	['C(C(O)=O)=O', 'C(CN)O']	['C(CN)(O)=O', 'C(CO)=O']	Transamination	-15.55
7149_0	['C(C(O)=O)=O', 'C(C(C(CN)O)O)O']	['C(CN)(O)=O', 'C(C(C(CO)O)O)=O']	Transamination	-7.61
7150_0	['C(C(O)=O)=O', 'C(C(C(C(C(CO)N)O)O)O)O']	['C(CN)(O)=O', 'C(CO)(C(C(C(CO)O)O)O)=O']	Transamination	-16.34
7151_0	['C(C(O)=O)=O', 'C(CC(C(C(CO)O)O)N)=O']	['C(CN)(O)=O', 'C(CC(C(C(CO)O)O)=O)=O']	Transamination	-29.17
7152_0	['C(C(O)=O)=O', 'C(C(C(CC(CO)O)N)O)=O']	['C(CN)(O)=O', 'C(C(C(CC(CO)O)=O)O)=O']	Transamination	-73.29
7153_0	['C(C(O)=O)=O', 'C(C(CC(C(CO)O)N)O)=O']	['C(CN)(O)=O', 'C(CC(C=O)O)(C(CO)O)=O']	Transamination	-16.34
7154_0	['C(C(O)=O)=O', 'C(C(C(C(CCO)N)O)O)=O']	['C(CN)(O)=O', 'C(C(C(C=O)O)O)(CCO)=O']	Transamination	-16.34
7155_0	['C(C(O)=O)=O', 'C(C(C(CC(CO)N)O)O)=O']	['C(CN)(O)=O', 'C(C(C(CC(CO)=O)O)O)=O']	Transamination	-16.34
7156_0	['C(C(O)=O)=O', 'C(C(C(C(C(C)N)O)O)O)=O']	['C(CN)(O)=O', 'C(C(C(C(C(C)=O)O)O)O)=O']	Transamination	-16.34
7157_0	['C(C(O)=O)=O', 'C(C(C(C(CCN)O)O)O)=O']	['C(CN)(O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	Transamination	-7.61
7171_0	['C(C1C(C(C(C1O)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)=O)(O)=O', 'C(C1C(C(C(C1O)O)O)O)N']	Transamination (inverse)	-8.73
7172_0	['C(C1C(C(C(C1O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'C(C1C(C(C(C1O)O)O)O)N']	Transamination (inverse)	-8.73
7173_0	['C(C1C(C(C(C1O)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)=O)(O)=O', 'C(C1C(C(C(C1O)O)O)O)N']	Transamination (inverse)	-8.73
7176_0	['C(C(C=O)O)(O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CN)O)(O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-20.78
7177_0	['C(C(C=O)O)(O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'C(C(CN)O)(O)=O']	Transamination (inverse)	-20.78
7178_0	['C(C(C=O)O)(O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CN)O)(O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-20.78
7179_0	['C(C(C=O)O)(O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(C(CN)O)(O)=O', 'C(C(C(C(O)=O)=O)O)(O)=O']	Transamination (inverse)	-11.7
7180_0	['C(C(C=O)O)(O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)=O)(O)=O', 'C(C(CN)O)(O)=O']	Transamination (inverse)	-8.3
7182_0	['C(C(C(C=O)O)O)(O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)=O)(O)=O', 'C(C(C(CN)O)O)(O)=O']	Transamination (inverse)	-8.73
7183_0	['C(C(C(C=O)O)O)(O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'C(C(C(CN)O)O)(O)=O']	Transamination (inverse)	-8.73
7184_0	['C(C(C(C=O)O)O)(O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)=O)(O)=O', 'C(C(C(CN)O)O)(O)=O']	Transamination (inverse)	-8.73
7187_0	['C(C(CO)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CN)O)O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7188_0	['C(C(CO)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'C(C(CN)O)O']	Transamination (inverse)	-8.73
7189_0	['C(C(CO)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CN)O)O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7192_0	['C(C(C(CO)C(C(CO)O)O)=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CN)(C(CO)C(C(CO)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7194_0	['C(C(C(CO)C(C(CO)O)O)=O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CN)(C(CO)C(C(CO)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7196_0	['C(C(C(CO)C(C(CO)O)O)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CN)(C(CO)C(C(CO)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7202_0	['C(C(C(C(C(CO)O)O)=O)CO)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)O)(C(CO)CN)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7204_0	['C(C(C(C(C(CO)O)O)=O)CO)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(CO)O)O)(C(CO)CN)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7206_0	['C(C(C(C(C(CO)O)O)=O)CO)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(CO)O)O)(C(CO)CN)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7212_0	['C(C(C(C(CO)C(CO)O)=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CN)O)(C(CO)C(CO)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7215_0	['C(C(C(C(CO)C(CO)O)=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CN)O)(C(CO)C(CO)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7217_0	['C(C(C(C(CO)C(CO)O)=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CN)O)(C(CO)C(CO)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7223_0	['C(C(CO)C(C=O)O)(C(CO)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CO)O)(C(CO)C(CN)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7226_0	['C(C(CO)C(C=O)O)(C(CO)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CO)O)(C(CO)C(CN)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7228_0	['C(C(CO)C(C=O)O)(C(CO)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CO)O)(C(CO)C(CN)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7234_0	['C(C(C(C=O)O)O)(C(CO)CO)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CN)O)O)(C(CO)CO)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7237_0	['C(C(C(C=O)O)O)(C(CO)CO)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(CN)O)O)(C(CO)CO)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7239_0	['C(C(C(C=O)O)O)(C(CO)CO)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(CN)O)O)(C(CO)CO)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7245_0	['C(C(C(C(C(CO)=O)CO)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CO)(C(CO)C(C(CN)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7248_0	['C(C(C(C(C(CO)=O)CO)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CO)(C(CO)C(C(CN)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7250_0	['C(C(C(C(C(CO)=O)CO)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CO)(C(CO)C(C(CN)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7256_0	['C(C(CO)O)(CC(C(C=O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CO)O)(CC(C(CN)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7259_0	['C(C(CO)O)(CC(C(C=O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CO)O)(CC(C(CN)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7261_0	['C(C(CO)O)(CC(C(C=O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CO)O)(CC(C(CN)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7267_0	['C(C(C(C(C=O)O)O)O)(CCO)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(C(CN)O)O)O)(CCO)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7270_0	['C(C(C(C(C=O)O)O)O)(CCO)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(CN)O)O)O)(CCO)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7272_0	['C(C(C(C(C=O)O)O)O)(CCO)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(C(CN)O)O)O)(CCO)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7278_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CO)C(C(C(CN)O)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7280_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)=O)(O)=O', 'C(C(C(C(C(CO)CN)O)O)O)=O']	Transamination (inverse)	-8.73
7281_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CO)C(C(C(CN)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7282_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'C(C(C(C(C(CO)CN)O)O)O)=O']	Transamination (inverse)	-8.73
7283_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CO)C(C(C(CN)O)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7284_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)=O)(O)=O', 'C(C(C(C(C(CO)CN)O)O)O)=O']	Transamination (inverse)	-8.73
7290_0	['C(C(C(C(C(CO)O)O)O)=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CN)(C(C(C(CO)O)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7292_0	['C(C(C(C(C(CO)O)O)O)=O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CN)(C(C(C(CO)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7294_0	['C(C(C(C(C(CO)O)O)O)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CN)(C(C(C(CO)O)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7305_0	['C(C(C)=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C)(CN)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-7.09
7307_0	['C(C(C)=O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C)(CN)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-7.09
7309_0	['C(C(C)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C)(CN)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-7.09
7315_0	['C(CC(CO)=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CO)(CCN)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-0.54
7317_0	['C(CC(CO)=O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CO)(CCN)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-0.54
7319_0	['C(CC(CO)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CO)(CCN)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-0.54
7335_0	['C(C=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CN)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7336_0	['C(C=O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CN)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7337_0	['C(C=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CN)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7346_0	['C(C(CC(CO)=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CO)(CC(CN)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7349_0	['C(C(CC(CO)=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CO)(CC(CN)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7351_0	['C(C(CC(CO)=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CO)(CC(CN)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7357_0	['C(C(CCO)=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CN)(CCO)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7359_0	['C(C(CCO)=O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'C(CN)(CCO)=O']	Transamination (inverse)	-8.73
7361_0	['C(C(CCO)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CN)(CCO)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7373_0	['C(C(C(C(C)=O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C)(C(C(CN)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7376_0	['C(C(C(C(C)=O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C)(C(C(CN)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7378_0	['C(C(C(C(C)=O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C)(C(C(CN)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7395_0	['C(CC(C=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CC(CN)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7396_0	['C(CC(C=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CCN)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7397_0	['C(CC(C=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'C(CC(CN)O)=O']	Transamination (inverse)	-8.73
7398_0	['C(CC(C=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CCN)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7399_0	['C(CC(C=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CC(CN)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7400_0	['C(CC(C=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CCN)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7405_0	['C(C(C(C=O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CN)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7406_0	['C(C(C(C=O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(CN)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7407_0	['C(C(C(C=O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(CN)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7411_0	['C(C)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)=O)(O)=O', 'CCN']	Transamination (inverse)	-8.9
7412_0	['C(C)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'CCN']	Transamination (inverse)	-8.9
7413_0	['C(C)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)=O)(O)=O', 'CCN']	Transamination (inverse)	-8.9
7427_0	['C(CC(C(C(CO)O)=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CCN)O)(C(CO)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7430_0	['C(CC(C(C(CO)O)=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CCN)O)(C(CO)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7432_0	['C(CC(C(C(CO)O)=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CCN)O)(C(CO)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7448_0	['C(C(C(CC(CO)O)O)=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CN)(C(CC(CO)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7450_0	['C(C(C(CC(CO)O)O)=O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CN)(C(CC(CO)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7452_0	['C(C(C(CC(CO)O)O)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CN)(C(CC(CO)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7468_0	['C(C(CC(C(CO)=O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CO)(C(CC(CN)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7471_0	['C(C(CC(C(CO)=O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CO)(C(CC(CN)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7473_0	['C(C(CC(C(CO)=O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CO)(C(CC(CN)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7489_0	['C(C(C(C(CCO)O)=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CCO)O)(C(CN)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7491_0	['C(C(C(C(CCO)O)=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CCO)O)(C(CN)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7493_0	['C(C(C(C(CCO)O)=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CCO)O)(C(CN)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7509_0	['C(C(C(CC(C=O)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CC(C(CN)O)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7511_0	['C(C(C(CC(C=O)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)=O)(O)=O', 'C(C(C(CC(CN)O)O)O)=O']	Transamination (inverse)	-8.73
7512_0	['C(C(C(CC(C=O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CC(C(CN)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7513_0	['C(C(C(CC(C=O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'C(C(C(CC(CN)O)O)O)=O']	Transamination (inverse)	-8.73
7514_0	['C(C(C(CC(C=O)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CC(C(CN)O)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7515_0	['C(C(C(CC(C=O)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)=O)(O)=O', 'C(C(C(CC(CN)O)O)O)=O']	Transamination (inverse)	-8.73
7530_0	['C(C(C(C=O)O)O)(C(C)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CN)O)O)(C(C)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7533_0	['C(C(C(C=O)O)O)(C(C)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(CN)O)O)(C(C)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7535_0	['C(C(C(C=O)O)O)(C(C)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(CN)O)O)(C(C)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7542_0	['C(CC(C(C(CO)=O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CO)(C(C(CCN)O)O)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7544_0	['C(CC(C(C(CO)=O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CO)(C(C(CCN)O)O)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7546_0	['C(CC(C(C(CO)=O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CO)(C(C(CCN)O)O)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7552_0	['C(CNC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)=O)(O)=O', 'CNCCN']	Transamination (inverse)	-8.73
7553_0	['C(CNC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'CNCCN']	Transamination (inverse)	-8.73
7554_0	['C(CNC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)=O)(O)=O', 'CNCCN']	Transamination (inverse)	-8.73
7616_0	['C(C(CC(C(CO)=O)NC)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(CO)(C(CC(CN)O)NC)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7619_0	['C(C(CC(C(CO)=O)NC)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CO)(C(CC(CN)O)NC)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7621_0	['C(C(CC(C(CO)=O)NC)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(CO)(C(CC(CN)O)NC)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7638_0	['C(C(C(C(CCO)NC)=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CN)O)(C(CCO)NC)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7641_0	['C(C(C(C(CCO)NC)=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CN)O)(C(CCO)NC)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7643_0	['C(C(C(C(CCO)NC)=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CN)O)(C(CCO)NC)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7660_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(CC(C(CN)O)O)NC)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7663_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(CC(C(CN)O)O)NC)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7665_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(CC(C(CN)O)O)NC)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
7682_0	['C(C(C(C=O)O)O)(C(C)NC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CN)O)O)(C(C)NC)=O', 'C(C(C(CO)O)=O)(O)=O']	Transamination (inverse)	-8.73
7685_0	['C(C(C(C=O)O)O)(C(C)NC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(C(C(CN)O)O)(C(C)NC)=O', 'C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Transamination (inverse)	-8.73
7687_0	['C(C(C(C=O)O)O)(C(C)NC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(CN)O)O)(C(C)NC)=O', 'C(C(C(O)=O)=O)(O)=O']	Transamination (inverse)	-8.73
